locator_domain,page_url,location_name,street_address,city,state,zip,store_number,phone,latitude,longitude,country_code,location_type,hours_of_operation
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-midwifery.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-527,Novant Health Midwifery,"245 Charlois Blvd,Suite C",Winston-Salem,NC,27103,MG527,336-718-6280,36.082116,-80.302252,US,clinic and outpatient center,"Fri 8 AM - 12:30 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-milestone-family-medicine.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-184 ,Novant Health Milestone Family Medicine,"1035 Lincolnton Road,Suite 2",Salisbury,NC,28144,MG184,704-637-1123,35.664468,-80.496389,US,clinic and outpatient center,"Mon 8 AM - 5 PM, Tue 8 AM - 12:30 PM, 1:30 PM - 5 PM, Wed-Fri 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-mint-hill-family-medicine.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-516,Novant Health Mint Hill Family Medicine,"11300 Cresthill Drive,Suite 100",Mint Hill,NC,28227,MG516,980-302-3550,35.175134,-80.653913,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/mint-hill-medical-center.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MC-10,Novant Health Mint Hill Medical Center,8201 Healthcare Loop,Mint Hill,NC,28215,MC10,980-302-1000,35.22274,-80.647528,US,hospital,Open 24 hours
novanthealth.org,https://www.nhminthillobgyn.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-551,Novant Health Mint Hill OB/GYN - Harrisburg,"6555 Kee Lane,Suite 200",Harrisburg,NC,28075,MG551,704-316-2319,35.324911,-80.645425,US,clinic and outpatient center,"Fri 8 AM - 2 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,www.nhminthillobgyn.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-186,Novant Health Mint Hill OB/GYN - Physicians Plaza,"8201 Healthcare Loop,Suite 302",Charlotte,NC,28215,MG186,704-316-2319,35.22274,-80.647528,US,clinic and outpatient center,"Fri 8 AM - 2 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,https://www.nhmintviewobgyn.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-187 ,Novant Health Mintview OB/GYN - Ballantyne,"15830 Ballantyne Medical Place,Suite 275",Charlotte,NC,28277,MG187,704-542-0744,35.057217,-80.854663,US,clinic and outpatient center,"Mon-Fri 8:30 AM - 12:30 PM, 1 PM - 4:30 PM"
novanthealth.org,https://www.nhmintviewobgyn.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-188 ,Novant Health Mintview OB/GYN - Berewick,8820 Rachel Freeman Way,Charlotte,NC,28278,MG496,704-316-7770,35.164339,-80.973012,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.nhmintviewobgyn.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-496 ,Novant Health Mintview OB/GYN - Randolph,"1918 Randolph Road,Suite 300",Charlotte,NC,28207,MG188,704-377-5675,35.209529,-80.82489,US,clinic and outpatient center,"Mon-Fri 8:30 AM - 12:30 PM, 1 PM - 4:30 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-monroe-family-medical.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-189,Novant Health Monroe Family Medical,1420 E Franklin Street,Monroe,NC,28112,MG189,704-289-8427,34.973041,-80.521488,US,clinic and outpatient center,"Mon-Fri 7 AM - 5 PM, Sat 8 AM - 12 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-mothershed-foot--ankle---clemmons.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-190,Novant Health Mothershed Foot & Ankle - Clemmons,7126 Village Medical Circle,Clemmons,NC,27012,MG190,336-765-0710,36.027352,-80.400067,US,clinic and outpatient center,Wed 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-mothershed-foot--ankle---kernersville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-191,Novant Health Mothershed Foot & Ankle - Kernersville,"445 Pineview Drive,Suite 230",Kernersville,NC,27284,MG191,336-765-0710,36.113447,-80.069981,US,clinic and outpatient center,"Mon-Tue 8 AM - 5 PM, Thu 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-mothershed-foot--ankle---winston-salem.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-192,Novant Health Mothershed Foot & Ankle - Winston-Salem,3057 Trenwest Drive,Winston-Salem,NC,27103,MG192,336-765-0710,36.081146,-80.296979,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-mountainview-medical.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-193,Novant Health Mountainview Medical,216 Moore Road,King,NC,27021,MG193,336-983-4346,36.268705,-80.339588,US,clinic and outpatient center,Mon-Fri 7:30 AM - 5:30 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-mountainview-medical-extended-care.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-517,Novant Health Mountainview Medical Extended Care,"167 Moore Road,Suite 201",King,NC,27021,MG517,336-673-6450,36.274518,-80.339849,US,clinic and outpatient center,Mon-Sat 7 AM - 7 PM
novanthealth.org,https://www.novanthealth.org/home/services/rehabilitation.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-019,Novant Health Neurologic Rehabilitation - Kimel Park,"190 Kimel Park Drive,Suite 139",Winston-Salem,NC,27103,OP019,336-277-2225,36.058342,-80.303726,US,clinic and outpatient center,"Fri 7:30 AM - 3 PM, Mon-Thu 7:30 AM - 6 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-neurology---huntersville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-199,Novant Health Neurology - Huntersville,"10305 Hamptons Park Drive,Suite 101",Huntersville,NC,28078,MG199,704-316-5388,35.430625,-80.865367,US,clinic and outpatient center,"Fri 8 AM - 1 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-neurology---kernersville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-198,Novant Health Neurology - Kernersville,"1730 Kernersville Medical Parkway,Suite 203",Kernersville,NC,27284,MG198,336-564-4445,36.091276,-80.044945,US,clinic and outpatient center,"Fri 7:45 AM - 12 PM, Mon-Thu 7:45 AM - 11:45 AM, 12:45 PM - 4:45 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-neurology---shallotte.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-200,Novant Health Neurology - Shallotte,204 Smith Ave.,Shallotte,NC,28470,MG200,910-721-4220,33.981242,-78.38009,US,clinic and outpatient center,Mon-Fri 8:30 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-neurology--headache---southpark.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-561,Novant Health Neurology & Headache - SouthPark,"6324 Fairview Road, Suite 400",Charlotte,NC,28210,MG561,980-302-8626,35.148824,-80.83527,US,clinic and outpatient center,"Fri 8 AM - 12 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-neurology--sleep---bermuda-run.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-460,Novant Health Neurology & Sleep - Bermuda Run,152 East Kinderton Way,Advance,NC,27006,MG460,336-893-3180,36.012063,-80.423481,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-neurology--sleep---cotswold.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-487,Novant Health Neurology & Sleep - Cotswold,"330 Billingsley Road,Suite 202",Charlotte,NC,28211,MG487,704-316-2350,35.18991,-80.806547,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-neurology--sleep---greensboro.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-550,Novant Health Neurology & Sleep - Greensboro,"3515 W. Market St.,Suite 210",Greensboro,NC,27403,MG550,336-660-5460,36.073323,-79.845854,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-neurology--sleep---kimel-park.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-206,Novant Health Neurology & Sleep - Kimel Park,"190 Kimel Park Drive,Suite 120",Winston-Salem,NC,27103,MG206,336-277-2200,36.058342,-80.303726,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-neurology--sleep---matthews.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-202,Novant Health Neurology & Sleep - Matthews,"1401 Matthews Township Parkway,Suite 312",Matthews,NC,28105,MG202,704-316-9001,35.122414,-80.714945,US,clinic and outpatient center,"Fri 8 AM - 12 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-neurology--sleep---midtown.aspx?utm_source=NHLF&utmmedium=referral&utm_campaign=LF&utm_content=MG-203,Novant Health Neurology & Sleep - Midtown,"1918 Randolph Road,Suite 400",Charlotte,NC,28207,MG203,704-384-9437,35.209529,-80.82489,US,clinic and outpatient center,"Fri 8 AM - 12 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-neurology--sleep---mint-hill.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-475,Novant Health Neurology & Sleep - Mint Hill,"8201 Healthcare Loop,Suite 201",Charlotte,NC,28215,MG475,980-302-2050,35.22321,-80.6483,US,clinic and outpatient center,Mon-Fri 8 AM - 4:30 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-neurology--sleep---mt-airy.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-542,Novant Health Neurology & Sleep - Mt. Airy,"933 Rockford Street,Suite 2",Mount Airy,NC,27030,MG542,336-277-2200,36.487292,-80.610919,US,clinic and outpatient center,Fri 9 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-neurology--sleep---rowan.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-204,Novant Health Neurology & Sleep - Rowan,"1910 Jake Alexander Blvd. W,Suite 102",Salisbury,NC,28147,MG204,704-637-1779,35.69068,-80.5107,US,clinic and outpatient center,"Fri 8 AM - 12 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-neurology--sleep---south-ballantyne.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-461,Novant Health Neurology & Sleep - South Ballantyne,"15033 Ballancroft Pkwy,Suite 200",Charlotte,NC,28277,MG461,704-384-9437,35.041334,-80.848302,US,clinic and outpatient center,"Fri 8 AM - 12 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-neurology--sleep---thomasville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-511,Novant Health Neurology & Sleep - Thomasville,"1219 Lexington Avenue,Suite B",Thomasville,NC,27360,MG511,336-481-1880,35.883083,-80.113378,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-new-garden-medical-associates.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-207,Novant Health New Garden Medical Associates,"1941 New Garden Road,Suite 216",Greensboro,NC,27410,MG207,336-288-8857,36.127311,-79.860621,US,clinic and outpatient center,Mon-Fri 7:30 AM - 5:30 PM
novanthealth.org,https://www.nhnodaobgyn.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-532,Novant Health NoDa OB/GYN,"416 E. 36th Street,Suite 200",Charlotte,NC,28205,MG532,980-302-9820,35.24914,-80.805942,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,http://www.nhnorthhighpointfamilymedicine.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-208,Novant Health North High Point Family Medicine,6431 Old Plank Road,High Point,NC,27265,MG208,336-875-6530,36.00612,-80.04113,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-north-point-medical-associates.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-209,Novant Health North Point Medical Associates,1995 Bethabara Road,Winston-Salem,NC,27106,MG209,336-759-7596,36.149361,-80.285652,US,clinic and outpatient center,Mon-Fri 7:30 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-northern-family-medicine.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-210 ,Novant Health Northern Family Medicine,6161 Lake Brandt Road,Greensboro,NC,27455,MG210,336-643-5800,36.197016,-79.843198,US,clinic and outpatient center,"Fri 7:30 AM - 12 PM, Mon-Thu 7:30 AM - 4:30 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-northlake-dermatology.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-211,Novant Health Northlake Dermatology,9604 Holly Point Drive,Huntersville,NC,28078,MG211,704-316-5070,35.440207,-80.864632,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-northwest-family-medicine.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-212 ,Novant Health Northwest Family Medicine,"7607 NC-68,Suite B",Oak Ridge,NC,27310,MG212,336-643-3378,36.210592,-79.99047,US,clinic and outpatient center,Mon-Fri 7:30 AM - 5:30 PM
novanthealth.org,https://www.novanthealthobgyn.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-216 ,Novant Health OB/GYN - Bolivia,"584 Hospital Drive,Suite B",Bolivia,NC,28422,MG216,910-721-4050,34.032638,-78.259767,US,clinic and outpatient center,Mon-Fri 8:30 AM - 4:30 PM
novanthealth.org,https://www.novanthealthobgyn.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-217 ,Novant Health OB/GYN - Carolina Shores,"75 Emerson Bay Road SW,Suite 103",Carolina Shores,NC,28467,MG217,910-721-4050,33.912833,-78.5809,US,clinic and outpatient center,Mon 8:30 AM - 4:30 PM
novanthealth.org,https://www.novanthealthobgyn.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-218 ,Novant Health OB/GYN - Leland,"509 Olde Waterford Way, Suite 200",Leland,NC,28451,MG218,910-721-4050,34.216721,-78.021189,US,clinic and outpatient center,Mon-Fri 8:30 AM - 4:30 PM
novanthealth.org,https://www.novanthealthobgyn.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-219 ,Novant Health OB/GYN - Southport,"1456 Howe Street,Suite 201",Southport,NC,28461,MG219,910-721-4050,33.937908,-78.02547,US,clinic and outpatient center,Fri 8 AM - 2 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-obgyn-urgent-care---carmel.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-220,Novant Health OB/GYN Urgent Care  - Carmel,"6331 Carmel Road,Suite 102",Charlotte,NC,28226,MG220,704-316-2557,35.090327,-80.84392,US,clinic and outpatient center,"Mon-Fri 5 PM - 9 PM, Sat-Sun 9 AM - 9 PM, Special hours 12 AM - 12 AM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-occupational-medicine---cotswold.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-448,Novant Health Occupational Medicine - Cotswold,"330 Billingsley Road,Suite 101",Charlotte,NC,28211,MG448,704-316-2333,35.18991,-80.806547,US,clinic and outpatient center,Mon-Fri 8 AM - 4:30 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-occupational-medicine.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-492,Novant Health Occupational Medicine - Hickory Branch,501 Hickory Branch Road,Greensboro,NC,<MISSING>,MG492,336-878-2260,36.074841,-79.959882,US,clinic and outpatient center,Mon-Fri 7:30 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-occupational-medicine.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-491,Novant Health Occupational Medicine - Hillcrest,2337 Winterhaven Lane,Winston-Salem,NC,27103,MG491,336-774-0044,36.050768,-80.325896,US,clinic and outpatient center,Mon-Fri 7:30 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-occupational-medicine.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-500,Novant Health Occupational Medicine - Matthews,9600 E. Independence Blvd,Matthews,NC,28105,MG500,704-316-4846,35.13551,-80.715161,US,clinic and outpatient center,Mon-Fri 8 AM - 4:30 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-oceanside-family-medicine---bolivia.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-221,Novant Health Oceanside Family Medicine - Bolivia,"584 Hospital Drive,Suite C",Bolivia,NC,28422,MG221,910-721-4100,34.032638,-78.259767,US,clinic and outpatient center,"Mon-Fri 7 AM - 7 PM, Sat 8 AM - 2 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-oceanside-family-medicine---leland.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-222,Novant Health Oceanside Family Medicine - Leland,501 Olde Waterford Way,Leland,NC,28451,MG222,910-408-1130,34.216406,-78.020163,US,clinic and outpatient center,Mon-Fri 7 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-oceanside-family-medicine---shallotte.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-223,Novant Health Oceanside Family Medicine & Convenient Care - Shallotte,5145 Sellers Road,Shallotte,NC,28470,MG223,910-754-4441,33.962146,-78.396976,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat 9 AM - 6 PM, Sun 12 PM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-orthopedic-fracture-clinic.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=CL-MG-270,Novant Health Orthopedic Fracture Clinic,"449 N Wendover Road, Suite A",Charltote,NC,28211,MG270,704-316-6005,35.189863,-80.805246,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-orthopedics--sports-medicine---ballantyne.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-018,Novant Health Orthopedics & Sports Medicine - Ballantyne,"12611 Community House Road North,Suite 100",Charlotte,NC,28277,MG018,704-316-3410,35.070825,-80.844828,US,clinic and outpatient center,Mon-Fri 7 AM - 4 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-orthopedics--sports-medicine---brunswick.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-182,Novant Health Orthopedics & Sports Medicine - Brunswick,"6 Doctors Circle,Suite 5",Supply,NC,28462,MG182,910-721-4370,34.00922,-78.2923,US,clinic and outpatient center,Mon-Fri 8 AM - 4:30 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-orthopedics--sports-medicine---clemmons.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-231,Novant Health Orthopedics & Sports Medicine - Clemmons,"7210 Village Medical Circle,Suite 110",Clemmons,NC,27012,MG231,336-893-2400,36.028745,-80.399236,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-orthopedics--sports-medicine---cornelius.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-232,Novant Health Orthopedics & Sports Medicine - Cornelius,"19485 Old Jetton Road,Suite 210",Cornelius,NC,28031,MG232,704-316-1830,35.479586,-80.89247,US,clinic and outpatient center,Mon-Fri 7:30 AM - 4 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-orthopedics--sports-medicine---cotswold.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-019,Novant Health Orthopedics & Sports Medicine - Cotswold,"4741 Randolph Road, Suite 100",Charlotte,NC,28211,MG019,704-365-6730,35.172937,-80.796448,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-orthopedics--sports-medicine---denver.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-233,Novant Health Orthopedics & Sports Medicine - Denver,"269 Gillman Road,Suite 200B",Denver,NC,28037,MG233,704-316-1830,35.442922,-81.000301,US,clinic and outpatient center,Mon-Fri 7:30 AM - 4 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-orthopedics--sports-medicine---eastover.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-279,Novant Health Orthopedics & Sports Medicine - Eastover,2826 Randolph Road,Charlotte,NC,28211,MG279,704-358-0308,35.198428,-80.811609,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-orthopedics--sports-medicine---greensboro.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-234,Novant Health Orthopedics & Sports Medicine - Greensboro,"1622 Highwoods Boulevard,Unit G105",Greensboro,NC,27410,MG234,336-660-5200,36.11262,-79.879095,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-orthopedics--sports-medicine---highland-creek.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-235,Novant Health Orthopedics & Sports Medicine - Highland Creek,6909 Prosperity Church Road,Huntersville,NC,28078,MG235,704-384-1680,35.385669,-80.7882,US,clinic and outpatient center,Mon-Fri 7:30 AM - 4 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-orthopedics--sports-medicine---huntersville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-020,Novant Health Orthopedics & Sports Medicine - Huntersville,"10030 Gilead Road,Suite 345",Huntersville,NC,28078,MG020,704-365-6730,35.40645,-80.860179,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-orthopedics--sports-medicine---kernersville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-236,Novant Health Orthopedics & Sports Medicine - Kernersville,"1730 Kernersville Medical Parkway,Suite 204",Kernersville,NC,27284,MG236,336-277-4460,36.091183,-80.044625,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-orthopedics--sports-medicine---king.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-518,Novant Health Orthopedics & Sports Medicine - King,"167 Moore Road,Suite 202",King,NC,27021,MG518,336-673-6500,36.274518,-80.339849,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-orthopedics--sports-medicine---lexington.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-521,Novant Health Orthopedics & Sports Medicine - Lexington,"144 Forest Hill Road,Suite 144 & 146",Lexington,NC,27295,MG521,336-481-1750,35.83513,-80.278937,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-orthopedics--sports-medicine---manning-park.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-237,Novant Health Orthopedics & Sports Medicine - Manning Park,"1910 Jake Alexander Blvd. W,Suite 202",Salisbury,NC,28144,MG237,704-603-1450,35.690563,-80.510663,US,clinic and outpatient center,"Fri 8 AM - 2 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-orthopedics--sports-medicine---matthews.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-280,Novant Health Orthopedics & Sports Medicine - Matthews,"1401 Matthews Township Parkway,Suite 210",Matthews,NC,28105,MG280,704-384-1991,35.123017,-80.715031,US,clinic and outpatient center,"Fri 8 AM - 4 PM, Mon 8 AM - 4 PM, Thu 8 AM - 5 PM, Tue 8 AM - 5 PM, Wed 8 AM - 4 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-orthopedics--sports-medicine---mint-hill.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-238,Novant Health Orthopedics & Sports Medicine - Mint Hill,8110 Healthcare Loop,Charlotte,NC,28215,MG238,704-316-2338,35.221558,-80.646348,US,clinic and outpatient center,Mon-Thu 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-orthopedics--sports-medicine---monroe.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-240,Novant Health Orthopedics & Sports Medicine - Monroe,"2000 Wellness Blvd.,Suite 140",Monroe,NC,28110,MG240,704-316-2338,35.024864,-80.577836,US,clinic and outpatient center,"Fri 8 AM - 12 PM, Mon 8 AM - 5 PM, Wed-Thu 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-orthopedics--sports-medicine---mooresville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-528,Novant Health Orthopedics & Sports Medicine - Mooresville,"130 Plantation Ridge Drive,Suite 100",mooresville,NC,28117,MG528,704-316-1830,35.589466,-80.876304,US,clinic and outpatient center,"Mon-Wed 7:15 AM - 12 PM, Thu 7:15 AM - 4:15 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-orthopedics--sports-medicine---north-high-point.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-241,Novant Health Orthopedics & Sports Medicine - North High Point,6431 Old Plank Road,High Point,NC,27265,MG241,336-875-6540,36.006169,-80.040874,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-orthopedics--sports-medicine---salisbury.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-243,Novant Health Orthopedics & Sports Medicine - Salisbury,810 Mitchell Ave.,Salisbury,NC,28144,MG243,704-216-5633,35.663997,-80.495781,US,clinic and outpatient center,"Fri 8 AM - 2 PM, Mon-Thu 8 AM - 5 PM"
